Sample type,Count,BOLD database sequence,Data entry Sequence,Box Number,microplate ID,Well ID (for Jessica),Plate Count,NHS sequence number (BOLD Sample ID),spp,sequence,Label year,Date,Harvest Year,Age trait bee,Age Bee,Sex,KILLPROV,Lat DD,LongDD,Central Rectrix Length, Central Rectrix  Quill Dia , Central Moult code ,Longest Rectrix Length,Longest Rectrix Quill Dia ,Longest Moult code,Most lateral Rectrix Length,Most lateral Rectrix Quill Dia,Most Lateral Moult code,"Comment (e.g., missing feather)",Jim ID#,Jim Date,Jim Age,Jim Species,Jim Skull length (mm),Jim 2nd measurement,Jim CR length (entered at NWRC),Jim CR QD (entered at NWRC),Jim notes,Difference between NWRC and Jim measurement,Inferred Species Identification (BOLD ID engine),BOLD Processid,rechecked?,
NHS Barcoded,1,522,516,6,CCDB 26455,D05,41,172257725,1722,57725,2009,02-Nov-14,2014,Both Same,Adult,Unknown,Manitoba,49.23333333,-100.4833333,169,0.12,,180,0.136,,177,0.147,,,,,,,,,,,,,Branta canadensis,GOOSE522-16,,
NHS Barcoded,1,167,161,2,CCDB-25614,F06,66,172257726,1722,57726,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,149,0.116,,164,0.128,,153,0.12,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE167-16,,
NHS Barcoded,1,149,143,2,CCDB-25614,D12,48,172257727,1722,57727,2009,02-Nov-14,2014,T only,Adult,Unknown,Manitoba,49.23333333,-100.4833333,175,0.136,,192,0.147,,186,0.154,,,,,,,,,,,,,Branta canadensis,GOOSE149-16,,
NHS Barcoded,1,152,146,2,CCDB-25614,E03,51,172257728,1722,57728,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,169,0.12,,175,0.128,,164,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE152-16,,
NHS Barcoded,1,155,149,2,CCDB-25614,E06,54,172257730,1722,57730,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,133,0.098,,154,0.113,,151,0.116,,"CR confirmed JF, MG",,,,,,,,,,,Branta canadensis,GOOSE155-16,rechecked,
NHS Barcoded,1,156,150,2,CCDB-25614,E07,55,172257731,1722,57731,2009,29-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.95,-101.4333333,143,0.113,,159,0.12,,143,0.11,,,,,,,,,,,,,Branta hutchinsii,GOOSE156-16,,
NHS Barcoded,1,169,163,2,CCDB-25614,F08,68,172257733,1722,57733,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,178,0.128,,188,0.144,,179,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE169-16,,
NHS Barcoded,1,172,166,2,CCDB-25614,F11,71,172257734,1722,57734,2009,02-Nov-14,2014,T only,Immature,Unknown,Manitoba,49.23333333,-100.4833333,178,0.128,,185,0.147,,183,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE172-16,,
NHS Barcoded,1,484,478,6,CCDB 26455,A03,3,172257735,1722,57735,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,189,0.136,,200,0.152,,189,0.159,,,,,,,,,,,,,Branta canadensis,GOOSE484-16,,
NHS Barcoded,1,157,151,2,CCDB-25614,E08,56,172257736,1722,57736,2009,02-Nov-14,2014,T only,Adult,Unknown,Manitoba,49.23333333,-100.4833333,184,0.136,,190,0.157,,174,0.169,,,,,,,,,,,,,Branta canadensis,GOOSE157-16,,
NHS Barcoded,1,482,476,6,CCDB 26455,A01,1 new plate,172257737,1722,57737,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,171,0.128,   ,184,,,,0.144,4A,,,,,,,,,,,,Branta canadensis,GOOSE482-16,,
NHS Barcoded,1,116,110,2,CCDB-25614,B03,15,172257738,1722,57738,2009,01-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.71666667,-96.98333333,175,0.12,,188,0.144,,176,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE116-16,,
NHS Barcoded,1,159,153,2,CCDB-25614,E10,58,172257739,1722,57739,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,163,0.116,,177,0.147,,171,0.157,,,,,,,,,,,,,BOLD No result,,,
NHS Barcoded,1,153,147,2,CCDB-25614,E04,52,172257740,1722,57740,2009,01-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.71666667,-96.98333333,140,0.111,,159,0.12,,149,0.128,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE153-16,rechecked,
NHS Barcoded,1,123,117,2,CCDB-25614,B10,22,172257741,1722,57741,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.63333333,-97.06666667,176,0.136,,189,0.144,,176,0.128,,,,,,,,,,,,,Branta canadensis,GOOSE123-16,,
NHS Barcoded,1,125,119,2,CCDB-25614,B12,24,172257742,1722,57742,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.63333333,-97.06666667,182,0.14,,187,0.152,,173,0.157,,Good DNA sample difficult to obtain,,,,,,,,,,,BOLD No result,,,
NHS Not Barcoded or measured,1,2399,,,,,,172257743,1722,57743,2009,10-Sep-14,2014,T only,Adult,Unknown,Alberta,54.31666667,-113.0333333,,,,,,,,,,Not Barcoded or measured,,,,,,,,,,,,,,
NHS Barcoded,1,134,128,2,CCDB-25614,C09,33,172257744,1722,57744,2009,27-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.33333333,-96.86666667,160,0.12,,177,0.144,,,,moulting,ML moulting,,,,,,,,,,,Branta canadensis,GOOSE134-16,,
NHS Barcoded,1,977,971,11,CCDB-26540,G03,21,172257745,1722,57745,2009,17-Sep-14,2014,Both Same,Adult,Unknown,Alberta,52.21666667,-112.8666667,,, missing ,186,0.144,,174,0.149,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE977-16,rechecked,
NHS Barcoded,1,31,25,1,CCDB-26453,C01,25,172257746,1722,57746,2009,28-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.65,-97.08333333,145,0.116,,162,0.136,,157,0.14,,"CR remeasured JF, up from 144",,,,,,,,,,,Branta canadensis,GOOSE031-16,,
NHS Barcoded,1,1020,1014,11,CCDB-26540,C08,64,172257747,1722,57747,2009,10-Sep-14,2014,T only,Adult,Unknown,Alberta,53.43333333,-114.35,181,0.144,,195,0.149,,179,0.147,,,,,,,,,,,,,Branta canadensis,GOOSE1020-16,,
NHS Barcoded,1,135,129,2,CCDB-25614,C10,34,172257748,1722,57748,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.63333333,-97.06666667,183,0.128,,193,0.147,,178,0.147,,,,,,,,,,,,,Branta canadensis,GOOSE135-16,,
NHS Barcoded,1,1026,1020,11,CCDB-26540,C02,70,172257749,1722,57749,2009,10-Sep-14,2014,Both Same,Adult,Unknown,Alberta,53.43333333,-114.35,180,0.136,,192,0.152,,174,0.147,,,,,,,,,,,,,Branta canadensis,GOOSE1026-16,,
NHS Barcoded,1,130,124,2,CCDB-25614,C05,29,172257750,1722,57750,2009,03-Sep-14,2014,Both Same,Immature,Unknown,Manitoba,50.63333333,-97.06666667,150,0.101,,169,0.128,,151,0.12,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE130-16,,
NHS Barcoded,1,1027,1021,11,CCDB-26540,C01,71,172257751,1722,57751,2009,10-Sep-14,2014,Both Same,Adult,Unknown,Alberta,53.43333333,-114.35,151,0.106,,157,0.116,,154,0.12,,,,,,,,,,,,,Branta canadensis,GOOSE1027-16,,
NHS Barcoded,1,1073,1067,12,CCDB-24260,A09,9,172257752,1722,57752,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.63333333,-97.06666667,183,0.128,,194,0.147,,174,0.147,,,,,,,,,,,,,BOLD No result,,,
NHS Barcoded,1,973,967,11,CCDB-26540,G07,17,172257753,1722,57753,2009,27-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,,,175,0.128,,191,0.152,,180,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE973-16,,
NHS Barcoded,1,129,123,2,CCDB-25614,C04,28,172257754,1722,57754,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.63333333,-97.06666667,182,0.128,,195,0.147,,187,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE129-16,,
NHS Barcoded,1,1023,1017,11,CCDB-26540,C05,67,172257755,1722,57755,2009,07-Sep-14,2014,TA PI,Immature,Unknown,British Columbia,49.28333333,-122.6833333,159,, 4B ,186,0.14,,168,,4B,CR and ML remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE1023-16,rechecked,
NHS Barcoded,1,124,118,2,CCDB-25614,B11,23,172257756,1722,57756,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.63333333,-97.06666667,188,0.128,,192,0.149,,181,0.149,, ,,,,,,,,,,,Branta canadensis,GOOSE124-16,,
NHS Barcoded,1,1024,1018,11,CCDB-26540,C04,68,172257757,1722,57757,2009,11-Oct-14,2014,Both Same,Adult,Unknown,British Columbia,49.25,-124.3166667,163,0.113,,187,0.152,,182,0.152,,,,,,,,,,,,,Branta canadensis,GOOSE1024-16,,
NHS Barcoded,1,131,125,2,CCDB-25614,C06,30,172257758,1722,57758,2009,03-Nov-14,2014,Both Same,Adult,Unknown,Manitoba,49.7,-98.4,137,, 3A ,206,0.154,,190,0.152,,CR moult confirmed MG,,,,,,,,,,,BOLD No result,,rechecked,
NHS Barcoded,1,746,740,8,CCDB-26629,B09,75,172257759,1722,57759,2009,17-Oct-14,2014,Both Same,Adult,Unknown,British Columbia,49.25,-124.3166667,183,0.136,,195,0.152,,190,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE746-16,,
NHS Barcoded,1,132,126,2,CCDB-25614,C07,31,172257760,1722,57760,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.63333333,-97.06666667,179,0.129,,182,0.144,,179,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE132-16,,
NHS Barcoded,1,1013,1007,11,CCDB-26540,D03,57,172257761,1722,57761,2009,11-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,49.5,-115.6166667,191,0.136,,205,0.159,,,,1A,,,,,,,,,,,,Branta canadensis,GOOSE1013-16,,
NHS Barcoded,1,939,933,10,CCDB-26627,B06,78,172257762,1722,57762,2009,02-Oct-14,2014,Both Same,Adult,Unknown,British Columbia,52.53333333,-125.3166667,170,, 4b ,192,0.144,,174,0.128,,CR and ML remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE939-16,rechecked,
NHS Barcoded,1,1007,1001,11,CCDB-26540,D09,51,172257763,1722,57763,2009,17-Sep-14,2014,Both Same,Immature,Unknown,British Columbia,,,129,, 4A ,152,0.12,,147,0.12,,CR and ML remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE1007-16,rechecked,
NHS Barcoded,1,748,742,8,CCDB-26629,B07,77,172257764,1722,57764,2009,23-Nov-14,2014,TA PI,Immature,Unknown,British Columbia,49.2,-122.3666667,153,0.113,,162,0.128,,160,0.136,,,,,,,,,,,,,Branta canadensis,GOOSE748-16,,
NHS Barcoded,1,675,669,8,CCDB-26629,H08,4,172257765,1722,57765,2009,17-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,,,,, missing ,194,0.14,,189,0.136,,MG confirmed,,,,,,,,,,,BOLD No result,,rechecked,
NHS Barcoded,1,674,668,8,CCDB-26629,H09,3,172257766,1722,57766,2009,23-Nov-14,2014,Both Same,Adult,Unknown,British Columbia,49.2,-122.3666667,146,0.106,,,,1A,165,0.12,,"CR remeasured JF, MG, down from 147",,,,,,,,,,,Branta canadensis,GOOSE674-16,rechecked,
NHS Barcoded,1,1015,1009,11,CCDB-26540,D01,59,172257767,1722,57767,2009,17-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,,,191,0.12,,203,0.14,,,,CUT,,,,,,,,,,,,Branta canadensis,GOOSE1015-16,,
NHS Not Barcoded ,1,2400,,,,,,172257768,1722,57768,2009,28-Sep-14,2014,Both Same,Immature,Unknown,British Columbia,55.5,-120,172,0.115,   ,183,0.12,,175,0.128,, ,,,,,,,,,,,,,,
NHS Barcoded,1,422,416,5,CCDB-26631,A02,36,172257769,1722,57769,2009,11-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,49.5,-115.6166667,169,0.128,,182,0.136,,177,0.136,,,,,,,,,,,,,Branta canadensis,GOOSE422-16,,
NHS Barcoded,1,995,989,11,CCDB-26540,E09,39,172257770,1722,57770,2009,29-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,56.03333333,-120.5166667,181,0.116,,197,0.14,,184,0.136,,,,,,,,,,,,,Branta canadensis,GOOSE995-16,,
NHS Barcoded,1,423,417,5,CCDB-26631,A01,37,172257771,1722,57771,2009,17-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,,,176,0.128,,192,0.149,,176,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE423-16,,
NHS Barcoded,1,948,942,10,CCDB-26627,A09,87,172257772,1722,57772,2009,11-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,49.5,-115.7,192,0.128,,201,0.144,,189,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE948-16,,
NHS Barcoded,1,673,667,8,CCDB-26629,H10,2,172257773,1722,57773,2009,07-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,49.08333333,-122.1166667,143,, 4A ,174,0.14,,165,0.144,,CR remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE673-16,rechecked,
NHS Barcoded,1,938,932,10,CCDB-26627,B07,77,172257774,1722,57774,2009,11-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,49.5,-115.7,166,0.136,,174,0.149,,165,0.152,,,,,,,,,,,,,Branta canadensis,GOOSE938-16,,
NHS Barcoded,1,1008,1002,11,CCDB-26540,D08,52,172257775,1722,57775,2009,19-Oct-14,2014,Both Same,Adult,Unknown,British Columbia,49.46666667,-115.5333333,169,0.12,,182,0.149,,,,1A,,,,,,,,,,,,Branta canadensis,GOOSE1008-16,,
NHS Barcoded,1,981,975,11,CCDB-26540,F11,25,172257776,1722,57776,2009,09-Sep-14,2014,Both Same,Immature,Unknown,British Columbia,48.91666667,-123.65,140,0.099,,161,0.116,,155,0.12,,CR remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE981-16,rechecked,
NHS Barcoded,1,749,743,8,CCDB-26629,B06,78,172257777,1722,57777,2009,19-Oct-14,2014,Both Same,Adult,Unknown,British Columbia,49.46666667,-115.5333333,163,0.12,,179,0.144,,,,1A,,,,,,,,,,,,Branta canadensis,GOOSE749-16,,
NHS Barcoded,1,996,990,11,CCDB-26540,E08,40,172257778,1722,57778,2009,09-Sep-14,2014,Both Same,Immature,Unknown,British Columbia,48.91666667,-123.65,,, missing ,158,0.12,,150,0.12,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE996-16,rechecked,
NHS Barcoded,1,1009,1003,11,CCDB-26540,D07,53,172257779,1722,57779,2009,17-Sep-14,2014,Both Same,Immature,Unknown,British Columbia,,,155,0.116,,171,0.128,,164,0.12,,,,,,,,,,,,,Branta canadensis,GOOSE1009-16,,
NHS Barcoded,1,1014,1008,11,CCDB-26540,D02,58,172257780,1722,57780,2009,09-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,48.91666667,-123.65,160,0.128,,191,0.136,,,,4A,,,,,,,,,,,,Branta canadensis,GOOSE1014-16,,
NHS Barcoded,1,28,22,1,CCDB-26453,B10,22,172257781,1722,57781,2009,14-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.93333333,-97.13333333,150,0.12,,153,0.128,,151,0.128,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE028-16,,
NHS Barcoded,1,29,23,1,CCDB-26453,B11,23,172257783,1722,57783,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.41666667,-99.23333333,182,0.128,,199,0.149,,191,0.154,,,,,,,,,,,,,Branta canadensis,GOOSE029-16,,
NHS Barcoded,1,33,27,1,CCDB-26453,C03,27,172257784,1722,57784,2009,01-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.71666667,-96.98333333,170,0.12,,171,0.12,,165,0.12,,,,,,,,,,,,,Branta canadensis,GOOSE033-16,,
NHS Barcoded,1,718,712,8,CCDB-26629,E01,47,172257785,1722,57785,2009,12-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,49.41666667,-99.23333333,166,0.128,   ,169,,4B,,,missing,LR and ML remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE718-16,rechecked,
NHS Barcoded,1,518,512,6,CCDB 26455,D01,37,172257786,1722,57786,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,177,0.12,,189,0.128,,179,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE518-16,,
NHS Barcoded,1,27,21,1,CCDB-26453,B09,21,172257787,1722,57787,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.41666667,-99.23333333,173,0.12,,194,0.144,,177,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE027-16,,
NHS Barcoded,1,519,513,6,CCDB 26455,D02,38,172257788,1722,57788,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,130,0.101,,152,0.128,,152,0.128,,"CR confirmed JF, MG",,,,,,,,,,,Branta canadensis,GOOSE519-16,rechecked,
NHS Barcoded,1,36,30,1,CCDB-26453,C06,30,172257789,1722,57789,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.41666667,-99.23333333,165,0.128,,180,0.144,,173,0.144,,partial white feather,,,,,,,,,,,Branta canadensis,GOOSE036-16,,
NHS Barcoded,1,520,514,6,CCDB 26455,D03,39,172257790,1722,57790,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,150,0.113,,165,0.128,,159,0.144,,"CR confirmed, MG",,,,,,,,,,,Branta canadensis,GOOSE520-16,rechecked,
NHS Barcoded,1,37,31,1,CCDB-26453,C07,31,172257791,1722,57791,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,162,0.12,,173,0.136,,164,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE037-16,,
NHS Barcoded,1,521,515,6,CCDB 26455,D04,40,172257792,1722,57792,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,168,0.111,,180,0.128,,167,0.128,,,,,,,,,,,,,Branta canadensis,GOOSE521-16,,
NHS Barcoded,1,23,17,1,CCDB-26453,B05,17,172257793,1722,57793,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,162,0.116,,177,0.14,,152,0.12,,,,,,,,,,,,,Branta canadensis,GOOSE023-16,,
NHS Barcoded,1,22,16,1,CCDB-26453,B04,16,172257794,1722,57794,2009,01-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.71666667,-96.98333333,176,0.128,,193,0.147,,177,0.128,,,,,,,,,,,,,Branta canadensis,GOOSE022-16,,
NHS Barcoded,1,26,20,1,CCDB-26453,B08,20,172257795,1722,57795,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,,, missing ,162,0.128,,156,0.128,,,,,,,,,,,,,Branta canadensis,GOOSE026-16,,
NHS Barcoded,1,32,26,1,CCDB-26453,C02,26,172257796,1722,57796,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,150,0.116,,158,0.136,,155,0.14,,CR confirmed MG,,,,,,,,,,,Branta canadensis,GOOSE032-16,rechecked,
NHS Barcoded,1,25,19,1,CCDB-26453,B07,19,172257797,1722,57797,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,,, missing ,164,0.128,,162,0.128,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE025-16,rechecked,
NHS Barcoded,1,994,988,11,CCDB-26540,E10,38,172257798,1722,57798,2009,25-Sep-14,2014,Both Same,Immature,Unknown,British Columbia,53,-123.9666667,150,0.128,,191,0.159,,171,0.144,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE994-16,,
NHS Barcoded,1,133,127,2,CCDB-25614,C08,32,172257799,1722,57799,2009,21-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,49.85,-97.13333333,178,0.113,,191,0.128,,,,CUT,,,,,,,,,,,,Branta canadensis,GOOSE133-16,,
NHS Barcoded,1,24,18,1,CCDB-26453,B06,18,172257800,1722,57800,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,134,0.104,,150,0.116,,141,0.113,,CR remeasured,,,,,,,,,,,Branta hutchinsii,GOOSE024-16,rechecked,
NHS Barcoded,1,1100,1094,12,CCDB-24260,C12,36,172257801,1722,57801,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,,, DAMAGED ,166,0.12,,155,0.116,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE1100-16,rechecked,
NHS Barcoded,1,287,281,3,CCDB-25615,H07,91,172257802,1722,57802,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.41666667,-99.23333333,174,0.128,,196,0.152,,184,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE287-16,,
NHS Barcoded,1,1101,1095,12,CCDB-24260,D01,37,172257803,1722,57803,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,165,0.113,,189,0.14,,182,0.128,,,,,,,,,,,,,Branta canadensis,GOOSE1101-16,,
NHS Barcoded,1,20,14,1,CCDB-26453,B02,14,172257804,1722,57804,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,166,0.116,,,,missing,180,0.149,,,,,,,,,,,,,Branta canadensis,GOOSE020-16,,
NHS Barcoded,1,1102,1096,12,CCDB-24260,D02,38,172257805,1722,57805,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,,, 2B ,160,0.116,,152,0.128,,CR confirmed and ML remeasured,,,,,,,,,,,Branta canadensis,GOOSE1102-16,rechecked,
NHS Barcoded,1,290,284,3,CCDB-25615,H10,94,172257806,1722,57806,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,152,, 4B ,176,0.12,,170,0.128,,CR remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE290-16,rechecked,
NHS Barcoded,1,86,80,1,CCDB-26453,G08,80,172257807,1722,57807,2009,17-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,,,167,0.128,,181,0.147,,,,missing,,,,,,,,,,,,Branta canadensis,GOOSE086-16,,
NHS Barcoded,1,517,511,6,CCDB 26455,C12,36,172257808,1722,57808,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,184,0.128,,203,0.147,,188,0.14,,,,,,,,,,,,,Branta canadensis,GOOSE517-16,,
NHS Barcoded,1,89,83,1,CCDB-26453,G11,83,172257809,1722,57809,2009,11-Oct-14,2014,T only,Adult,Unknown,Manitoba,49.28333333,-100.3333333,,, missing ,175,0.128,,168,0.136,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE089-16,rechecked,
NHS Barcoded,1,516,510,6,CCDB 26455,C11,35,172257810,1722,57810,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,,, missing ,164,0.128,,159,0.136,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE516-16,rechecked,
NHS Barcoded,1,66,60,1,CCDB-26453,E12,60,172257811,1722,57811,2009,,2014,Both Same,Adult,Unknown,Manitoba,,,168,0.126,,178,0.147,,164,0.128,,,,,,,,,,,,,Branta canadensis,GOOSE066-16,,
NHS Barcoded,1,34,28,1,CCDB-26453,C04,28,172257812,1722,57812,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,160,0.12,,184,0.144,,174,0.147,,CR remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE034-16,rechecked,
NHS Not Barcoded ,1,2401,,,,,,172257813,1722,57813,2009,17-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.55,-100.7666667,,,,,,,,,,feather missing,,,,,,,,,,,,,,
NHS Barcoded,1,35,29,1,CCDB-26453,C05,29,172257814,1722,57814,2009,06-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,132,0.104,,148,0.116,,151,0.12,,"partial white feather, CR confirmed JF, MG",,,,,,,,,,,Branta canadensis,GOOSE035-16,rechecked,
NHS Barcoded,1,61,55,1,CCDB-26453,E07,55,172257815,1722,57815,2009,17-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,,,168,0.128,,175,0.136,,173,0.147,,,,,,,,,,,,,Branta canadensis,GOOSE061-16,,
NHS Barcoded,1,140,134,2,CCDB-25614,D03,39,172257816,1722,57816,2009,03-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.01666667,-96.93333333,160,0.116,,166,0.12,,166,0.128,,,,,,,,,,,,,Branta canadensis,GOOSE140-16,,
NHS Barcoded,1,62,56,1,CCDB-26453,E08,56,172257817,1722,57817,2009,17-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,,,190,0.144,,198,0.154,,184,0.152,,,,,,,,,,,,,Branta canadensis,GOOSE062-16,,
NHS Barcoded,1,262,256,3,CCDB-25615,F06,66,172257818,1722,57818,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,,, missing ,161,0.12,,,,DAMAGED,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE262-16,rechecked,
NHS Barcoded,1,58,52,1,CCDB-26453,E04,52,172257819,1722,57819,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.28333333,-100.3333333,169,0.116,,184,0.136,,174,0.144,,,,,,,,,,,,,Branta canadensis,GOOSE058-16,,
NHS Barcoded,1,21,15,1,CCDB-26453,B03,15,172257820,1722,57820,2009,14-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,49.85,-97.18333333,159,0.11,,175,0.147,,,,missing,,,,,,,,,,,,Branta canadensis,GOOSE021-16,,
NHS Barcoded,1,258,252,3,CCDB-25615,F02,62,172257821,1722,57821,2009,01-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.71666667,-96.98333333,167,0.12,,177,0.14,,174,0.144,,,,,,,,,,,,,Branta canadensis,GOOSE258-16,,
NHS Not Barcoded ,1,2402,,,,,,172257822,1722,57822,2009,06-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,50.18333333,-97.58333333,,, 3A ,181,0.128,,,,missing, ,,,,,,,,,,,,,,
NHS Barcoded,1,260,254,3,CCDB-25615,F04,64,172257823,1722,57823,2009,03-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,50.76666667,-100.8,133,0.196,,157,0.128,,146,0.128,,,,,,,,,,,,,Branta hutchinsii,GOOSE260-16,,
NHS Barcoded,1,265,259,3,CCDB-25615,F09,69,172257824,1722,57824,2009,06-Sep-14,2014,Both Same,Adult,Unknown,Manitoba,49.45,-98.78333333,163,,,186,0.144,,178,0.14,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE265-16,rechecked,
